SET_ID,セット構成名称,大分類,中分類,小分類
72000018,【代替品】RNプチ・バラエティ2種(チキン3袋+フィッシュ3袋),ココプチ,冷凍,代替品
72000019,【代替品】RNプチ・バラエティ2種(チキン3袋+ジビエ3袋),ココプチ,冷凍,代替品
72000020,【代替品】RNプチ・バラエティ2種(ポーク3袋+フィッシュ3袋),ココプチ,冷凍,代替品
72000021,【代替品】RNプチ・バラエティ2種(ポーク3袋+ジビエ3袋),ココプチ,冷凍,代替品
72000022,【代替品】RNプチ・バラエティ2種(フィッシュ3袋+ジビエ3袋),ココプチ,冷凍,代替品
72000023,【代替品】RNプチ・バラエティ3種(チキン2+ポーク2+フィッシュ2),ココプチ,冷凍,代替品
72000024,【代替品】RNプチ・バラエティ3種(チキン2+ポーク2+ジビエ2),ココプチ,冷凍,代替品
72000025,【代替品】RNプチ・バラエティ3種(チキン2+フィッシュ2+ジビエ2),ココプチ,冷凍,代替品
72000026,【代替品】RNプチ・バラエティ3種(ポーク2+フィッシュ2+ジビエ2),ココプチ,冷凍,代替品
73000007,【代替品】レトルト100g・バラエティ8袋(チキン4+ポーク4),ココレトルト,レトルト,代替品
73000008,【代替品】レトルト50g・バラエティ12袋(チキン6+ポーク6),ココレトルト,レトルト,代替品
73000009,【代替品】レトルト50g・バラエティ4袋(チキン2+ポーク2),ココレトルト,レトルト,代替品
73000010,【代替品】レトルト100g・チキン8袋,ココレトルト,レトルト,代替品
73000011,【代替品】レトルト50g・チキン12袋,ココレトルト,レトルト,代替品
73000012,【代替品】レトルト50g・チキン4袋,ココレトルト,レトルト,代替品
73000013,【代替品】レトルト100g・ポーク8袋,ココレトルト,レトルト,代替品
73000014,【代替品】レトルト50g・ポーク12袋,ココレトルト,レトルト,代替品
73000015,【代替品】レトルト50g・ポーク4袋,ココレトルト,レトルト,代替品
73000016,【代替品】レトルト50gお試し・バラエティ4袋(チキン2+ポーク2),ココレトルト,レトルト,代替品
73000017,【代替品】レトルト50gお試し・チキン4袋,ココレトルト,レトルト,代替品
73000018,【代替品】レトルト50gお試し・ポーク4袋,ココレトルト,レトルト,代替品
79000001,オリジナルフードクリップ,販促品,ノベルティ,グッズ
79000004,オリジナルフードクリップ(冷凍),販促品,ノベルティ,通販共通
81000001,【代替品】お試しBOX(チキン1+ポーク1+フィッシュ1＋ジビエ1),ココグルメ,冷凍,代替品
81000002,【代替品】お試しBOX(チキン4袋),ココグルメ,冷凍,代替品
81000003,【代替品】お試しBOX(ポーク4袋),ココグルメ,冷凍,代替品
81000004,【代替品】お試しBOX(フィッシュ4袋),ココグルメ,冷凍,代替品
81000005,【代替品】お試しBOX(ジビエ4袋),ココグルメ,冷凍,代替品
81000006,【代替品】バラエティ(チキン2+ポーク2+フィッシュ2+ジビエ2),ココグルメ,冷凍,代替品
81000007,【代替品】単品(チキン8袋),ココグルメ,冷凍,代替品
81000008,【代替品】単品(ポーク8袋),ココグルメ,冷凍,代替品
81000009,【代替品】単品(フィッシュ8袋),ココグルメ,冷凍,代替品
81000010,【代替品】単品(ジビエ8袋),ココグルメ,冷凍,代替品
81000011,【代替品】バラエティ(チキン4+ポーク4+フィッシュ4+ジビエ4),ココグルメ,冷凍,代替品
81000012,【代替品】単品(チキン16袋),ココグルメ,冷凍,代替品
81000013,【代替品】単品(ポーク16袋),ココグルメ,冷凍,代替品
81000014,【代替品】単品(フィッシュ16袋),ココグルメ,冷凍,代替品
81000015,【代替品】単品(ジビエ16袋),ココグルメ,冷凍,代替品
81000016,【代替品】バラエティ(チキン8+ポーク8),ココグルメ,冷凍,代替品
81000017,【代替品】バラエティ(チキン8+フィッシュ8),ココグルメ,冷凍,代替品
81000018,【代替品】バラエティ(チキン8+ジビエ8),ココグルメ,冷凍,代替品
81000019,【代替品】バラエティ(ポーク8+フィッシュ8),ココグルメ,冷凍,代替品
81000020,【代替品】バラエティ(ポーク8+ジビエ8),ココグルメ,冷凍,代替品
81000021,【代替品】バラエティ(フィッシュ8+ジビエ8),ココグルメ,冷凍,代替品
81000022,【代替品】バラエティ(チキン6+ポーク5+フィッシュ5),ココグルメ,冷凍,代替品
81000023,【代替品】バラエティ(チキン6+ポーク5+ジビエ5),ココグルメ,冷凍,代替品
81000024,【代替品】バラエティ(チキン6+フィッシュ5+ジビエ5),ココグルメ,冷凍,代替品
81000025,【代替品】バラエティ(ポーク6+フィッシュ5+ジビエ5),ココグルメ,冷凍,代替品
81000026,【代替品】バラエティ(チキン3+ポーク3+フィッシュ3+ジビエ3),ココグルメ,冷凍,代替品
81000027,【代替品】単品(チキン12袋),ココグルメ,冷凍,代替品
81000028,【代替品】単品(ポーク12袋),ココグルメ,冷凍,代替品
81000029,【代替品】単品(フィッシュ12袋),ココグルメ,冷凍,代替品
81000030,【代替品】単品(ジビエ12袋),ココグルメ,冷凍,代替品
81000031,【代替品】バラエティ(チキン6+ポーク6),ココグルメ,冷凍,代替品
81000032,【代替品】バラエティ(チキン6+フィッシュ6),ココグルメ,冷凍,代替品
81000033,【代替品】バラエティ(チキン6+ジビエ6),ココグルメ,冷凍,代替品
81000034,【代替品】バラエティ(ポーク6+フィッシュ6),ココグルメ,冷凍,代替品
81000035,【代替品】バラエティ(ポーク6+ジビエ6),ココグルメ,冷凍,代替品
81000036,【代替品】バラエティ(フィッシュ6+ジビエ6),ココグルメ,冷凍,代替品
81000037,【代替品】バラエティ(チキン4+ポーク4+フィッシュ4),ココグルメ,冷凍,代替品
81000038,【代替品】バラエティ(チキン4+ポーク4+ジビエ4),ココグルメ,冷凍,代替品
81000039,【代替品】バラエティ(チキン4+フィッシュ4+ジビエ4),ココグルメ,冷凍,代替品
81000040,【代替品】バラエティ(ポーク4+フィッシュ4+ジビエ4),ココグルメ,冷凍,代替品
81000053,【代替品】ケア_早期腎臓サポート(16袋),ココグルメ,冷凍,代替品
81000054,【代替品】ケア_消化器サポート(16袋),ココグルメ,冷凍,代替品
81000055,【代替品】ケア_スキンケア(16袋),ココグルメ,冷凍,代替品
81000056,【代替品】ケア_早期腎臓サポート(12袋),ココグルメ,冷凍,代替品
81000057,【代替品】ケア_消化器サポート(12袋),ココグルメ,冷凍,代替品
81000058,【代替品】ケア_スキンケア(12袋),ココグルメ,冷凍,代替品
81000059,【代替品】ケア_早期腎臓サポートお試しセット(2袋),ココグルメ,冷凍,代替品
81000060,【代替品】ケア_消化器サポートお試しセット(2袋),ココグルメ,冷凍,代替品
81000061,【代替品】ケア_スキンケアお試しセット(2袋),ココグルメ,冷凍,代替品
82000004,【代替品】プチ・単品(フィッシュ4袋),ココプチ,冷凍,代替品
82000005,【代替品】プチ・単品(ジビエ4袋),ココプチ,冷凍,代替品
82000011,【代替品】プチ・バラエティ(フィッシュ2+ジビエ2),ココプチ,冷凍,代替品
82000012,【代替品】RNプチ・バラエティ4種(チキン2+ポーク2+フィッシュ1+ジビエ1),ココプチ,冷凍,代替品
82000013,【代替品】RNプチ・チキン単品(チキン6袋),ココプチ,冷凍,代替品
82000014,【代替品】RNプチ・ポーク単品(ポーク6袋),ココプチ,冷凍,代替品
82000015,【代替品】RNプチ・フィッシュ単品(フィッシュ6袋),ココプチ,冷凍,代替品
82000016,【代替品】RNプチ・ジビエ単品(ジビエ6袋),ココプチ,冷凍,代替品
82000017,【代替品】RNプチ・バラエティ2種(チキン3+ポーク3),ココプチ,冷凍,代替品
82000018,【代替品】RNプチ・バラエティ2種(チキン3+フィッシュ3),ココプチ,冷凍,代替品
82000019,【代替品】RNプチ・バラエティ2種(チキン3+ジビエ3),ココプチ,冷凍,代替品
82000020,【代替品】RNプチ・バラエティ2種(ポーク3+フィッシュ3),ココプチ,冷凍,代替品
82000021,【代替品】RNプチ・バラエティ2種(ポーク3+ジビエ3),ココプチ,冷凍,代替品
82000022,【代替品】RNプチ・バラエティ2種(フィッシュ3+ジビエ3),ココプチ,冷凍,代替品
82000023,【代替品】RNプチ・バラエティ3種(チキン2+ポーク2+フィッシュ2),ココプチ,冷凍,代替品
82000024,【代替品】RNプチ・バラエティ3種(チキン2+ポーク2+ジビエ2),ココプチ,冷凍,代替品
82000025,【代替品】RNプチ・バラエティ3種(チキン2+フィッシュ2+ジビエ2),ココプチ,冷凍,代替品
82000026,【代替品】RNプチ・バラエティ3種(ポーク2+フィッシュ2+ジビエ2),ココプチ,冷凍,代替品
82000027,【代替品】RNプチ(チキン1),ココプチ,冷凍,代替品
82000028,【代替品】RNプチ(ポーク1),ココプチ,冷凍,代替品
82000029,【代替品】RNプチ(フィッシュ1),ココプチ,冷凍,代替品
82000030,【代替品】RNプチ(ジビエ1),ココプチ,冷凍,代替品
83000001,【かつお＆サーモンのみ】ミャオレトルト・お試しセット（4種1袋ずつ）,,,
83000002,【かつお＆サーモン以外】ミャオレトルト・お試しセット（4種1袋ずつ）,,,
83000003,【かつお＆サーモンのみ】ミャオレトルト・バラエティ（4種3袋ずつ）,,,
83000004,【かつお＆サーモン以外】ミャオレトルト・バラエティ（4種3袋ずつ）,,,
83000005,【かつお＆サーモンのみ】ミャオレトルト・まぐろタラ6袋＋かつおサーモン6袋,,,
83000006,【かつお＆サーモン以外】ミャオレトルト・まぐろタラ6袋＋かつおサーモン6袋,,,
83000007,【代替品】レトルト100g・バラエティ8袋(チキン4+ポーク4),ココレトルト,レトルト,代替品
83000008,【代替品】レトルト50g・バラエティ12袋(チキン6+ポーク6),ココレトルト,レトルト,代替品
83000009,【代替品】レトルト50g・バラエティ4袋(チキン2+ポーク2),ココレトルト,レトルト,代替品
83000010,【代替品】レトルト100g・チキン8袋,ココレトルト,レトルト,代替品
83000011,【代替品】レトルト50g・チキン12袋,ココレトルト,レトルト,代替品
83000012,【代替品】レトルト50g・チキン4袋,ココレトルト,レトルト,代替品
83000013,【代替品】レトルト100g・ポーク8袋,ココレトルト,レトルト,代替品
83000014,【代替品】レトルト50g・ポーク12袋,ココレトルト,レトルト,代替品
83000015,【代替品】レトルト50g・ポーク4袋,ココレトルト,レトルト,代替品
83000016,【代替品】レトルト50gお試し・バラエティ4袋(チキン2+ポーク2),ココレトルト,レトルト,代替品
83000017,【代替品】レトルト50gお試し・チキン4袋,ココレトルト,レトルト,代替品
83000018,【代替品】レトルト50gお試し・ポーク4袋,ココレトルト,レトルト,代替品
90000001,返送用着払い伝票(冷凍),資材,同封資材,通販用
90000002,返送用着払い伝票(常温),資材,同封資材,通販用
99900001,【寄付】ピュア_まぐろ60g,ミャオグルメ,冷凍,寄付
99900002,【寄付】ピュア_かつお60g,ミャオグルメ,冷凍,寄付
99900003,【寄付】ピュア_レトルト_まぐろ50g,ミャオレトルト,レトルト,寄付
99900004,【寄付】ピュア_レトルト_かつお50g,ミャオレトルト,レトルト,寄付
99900005,【寄付】とりささみ（ナチュラル）,ミャオグルメ,冷凍,寄付
99900006,【寄付】まぐろ＆タラ（うまみアップ）,ミャオグルメ,冷凍,寄付
99900007,【寄付】まぐろ＆タラ（うまみアップ・ペースト）,ミャオグルメ,冷凍,寄付
99900008,【寄付】かつお＆サーモン（ナチュラル）,ミャオグルメ,冷凍,寄付
99900009,【寄付】とりささみ（うまみアップ）,ミャオグルメ,冷凍,寄付
99900010,【寄付】ささみ＆まぐろ（ナチュラル）,ミャオグルメ,冷凍,寄付
99900011,【寄付】ささみ＆まぐろ（うまみアップ）,ミャオグルメ,冷凍,寄付
99900012,【寄付】まぐろ＆タラ（ナチュラル）,ミャオグルメ,冷凍,寄付
99900013,【寄付】かつお＆サーモン（うまみアップ）,ミャオグルメ,冷凍,寄付
99900014,【寄付】かつお＆サーモン（うまみアップ・ペースト）,ミャオグルメ,冷凍,寄付
99900015,【寄付】レトルト_まぐろ&タラ50g,ミャオレトルト,レトルト,寄付
99900016,【寄付】レトルト_かつお&サーモン50g,ミャオレトルト,レトルト,寄付
99900017,【寄付】にゃっち_チキン10g,ミャオスナック,レトルト,寄付
99900018,【寄付】にゃっち_まぐろ10g,ミャオスナック,レトルト,寄付
99980005,【寄付】ココ_フィッシュ100g,ココグルメ,冷凍,寄付
99980009,【寄付】ココ_ジビエ100g,ココグルメ,冷凍,寄付
99980012,【寄付】プチ_ポーク120g,ココグルメ,冷凍,寄付
99980017,【寄付】試作品レトルト_チキン100g,ココグルメ,冷凍,寄付
99980018,【寄付】試作品レトルト_ポーク100g,ココグルメ,冷凍,寄付
99980019,【寄付】試作品レトルト_フィッシュ100g,ココグルメ,冷凍,寄付
99980020,【寄付】試作品レトルト_チキン50g,ココグルメ,冷凍,寄付
99980021,【寄付】試作品レトルト_ポーク50g,ココグルメ,冷凍,寄付
99980022,【寄付】試作品レトルト_フィッシュ50g,ココグルメ,冷凍,寄付
99980023,【寄付】プチ_フィッシュ120gRN,ココプチ,冷凍,寄付
99980024,【寄付】プチ_ジビエ120gRN,ココプチ,冷凍,寄付
99980025,【寄付】プチ_チキン120gRN,ココプチ,冷凍,寄付
99980026,【寄付】プチ_ポーク120gRN,ココプチ,冷凍,寄付
99980027,【寄付】レトルト_チキン100gRN,ココレトルト,レトルト,寄付
99980028,【寄付】レトルト_ポーク100gRN,ココレトルト,レトルト,寄付
99980029,【寄付】レトルト_フィッシュ100gRN,ココレトルト,レトルト,寄付
99980030,【寄付】レトルト_ジビエ100gRN,ココレトルト,レトルト,寄付
99980031,【寄付】レトルト_チキン50gRN,ココレトルト,レトルト,寄付
99980032,【寄付】レトルト_ポーク50gRN,ココレトルト,レトルト,寄付
99980033,【寄付】レトルト_フィッシュ50gRN,ココレトルト,レトルト,寄付
99980034,【寄付】レトルト_ジビエ50gRN,ココレトルト,レトルト,寄付
99980035,【寄付】ピュア_まぐろ60g,ミャオグルメ,冷凍,寄付
99980036,【寄付】ピュア_かつお60g,ミャオグルメ,冷凍,寄付
99980037,【寄付】レトルト_まぐろ&タラ50g,ミャオグルメ,レトルト,寄付
99980038,【寄付】レトルト_かつお&サーモン50g,ミャオグルメ,レトルト,寄付
99980039,【寄付】ピュア_レトルト_まぐろ50g,ミャオグルメ,レトルト,寄付
99980040,【寄付】ピュア_レトルト_かつお50g,ミャオグルメ,レトルト,寄付
99980041,【寄付】ケア_早期腎臓サポート100g,ココケア,冷凍,寄付
99980042,【寄付】ケア_消化器サポート100g,ココケア,冷凍,寄付
99980043,【寄付】ケア_スキンケア100g,ココケア,冷凍,寄付
