倉庫ID,業務区分ID,商品ID,month_code,合計出荷数
7,7,61000005,2402,72
7,7,61000005,2403,120
7,7,61000005,2404,151
7,7,61000005,2405,68
7,7,61000005,2406,60
7,7,61000005,2407,158
7,7,61000005,2408,97
7,7,61000005,2409,102
7,7,61000005,2410,124
7,7,61000005,2411,119
7,7,61000005,2412,142
7,7,61000005,2501,36
7,7,61000005,2502,64
7,7,61000005,2503,82
7,7,61000005,2504,57
7,7,61000005,2505,52
7,7,61000005,2506,42
7,7,61000005,2507,52
7,7,61000005,2508,48
7,7,61000005,2509,29
7,7,61000006,2401,21
7,7,61000006,2402,16
7,7,61000006,2403,19
7,7,61000006,2404,36
7,7,61000006,2405,28
7,7,61000006,2406,20
7,7,61000006,2407,32
7,7,61000006,2408,31
7,7,61000006,2409,31
7,7,61000006,2410,29
7,7,61000006,2411,24
7,7,61000006,2412,16
7,7,61000006,2501,4
7,7,61000006,2502,4
7,7,61000006,2503,6
7,7,61000006,2504,5
7,7,61000006,2505,4
7,7,61000006,2506,3
7,7,61000006,2507,2
7,7,61000006,2508,4
7,7,61000006,2509,5
7,7,61000007,2401,24
7,7,61000007,2402,19
7,7,61000007,2403,21
7,7,61000007,2404,24
7,7,61000007,2405,33
7,7,61000007,2406,36
7,7,61000007,2407,37
7,7,61000007,2408,31
7,7,61000007,2409,41
7,7,61000007,2410,30
7,7,61000007,2411,28
7,7,61000007,2412,18
7,7,61000007,2501,12
7,7,61000007,2502,14
7,7,61000007,2503,10
7,7,61000007,2504,11
7,7,61000007,2505,12
7,7,61000007,2506,19
7,7,61000007,2507,16
7,7,61000007,2508,13
7,7,61000007,2509,5
7,7,61000008,2401,11
7,7,61000008,2402,7
7,7,61000008,2403,9
7,7,61000008,2404,5
7,7,61000008,2405,18
7,7,61000008,2406,9
7,7,61000008,2407,9
7,7,61000008,2408,15
7,7,61000008,2409,7
7,7,61000008,2410,13
7,7,61000008,2411,9
7,7,61000008,2412,8
7,7,61000008,2501,5
7,7,61000008,2502,2
7,7,61000008,2503,6
7,7,61000008,2504,6
7,7,61000008,2505,6
7,7,61000008,2506,6
7,7,61000008,2507,1
7,7,61000008,2508,6
7,7,61000008,2509,1
7,7,61000009,2401,6
7,7,61000009,2402,2
7,7,61000009,2403,4
7,7,61000009,2404,5
7,7,61000009,2405,2
7,7,61000009,2406,2
7,7,61000009,2407,4
7,7,61000009,2408,5
7,7,61000009,2409,5
7,7,61000009,2410,4
7,7,61000009,2411,8
7,7,61000009,2412,3
7,7,61000009,2501,1
7,7,61000009,2503,1
7,7,61000009,2504,1
7,7,61000009,2505,1
7,7,61000009,2506,1
7,7,61000009,2507,3
7,7,61000009,2508,3
7,7,61000010,2401,6
7,7,61000010,2402,4
7,7,61000010,2403,3
7,7,61000010,2404,5
7,7,61000010,2405,3
7,7,61000010,2406,5
7,7,61000010,2407,9
7,7,61000010,2408,4
7,7,61000010,2409,4
7,7,61000010,2410,5
7,7,61000010,2411,1
7,7,61000010,2501,2
7,7,61000010,2502,1
7,7,61000010,2504,4
7,7,61000010,2505,2
7,7,61000010,2506,5
7,7,61000010,2507,2
7,7,61000010,2508,3
7,7,61000010,2509,2
7,7,61000011,2401,2288
7,7,61000011,2402,2253
7,7,61000011,2403,2395
7,7,61000011,2404,2434
7,7,61000011,2405,2729
7,7,61000011,2406,2396
7,7,61000011,2407,2868
7,7,61000011,2408,3146
7,7,61000011,2409,2705
7,7,61000011,2410,2812
7,7,61000011,2411,2670
7,7,61000011,2412,3012
7,7,61000011,2501,2593
7,7,61000011,2502,2242
7,7,61000011,2503,2730
7,7,61000011,2504,2978
7,7,61000011,2505,3036
7,7,61000011,2506,2941
7,7,61000011,2507,3235
7,7,61000011,2508,3480
7,7,61000011,2509,1685
7,7,61000012,2401,1596
7,7,61000012,2402,1534
7,7,61000012,2403,1602
7,7,61000012,2404,1678
7,7,61000012,2405,1747
7,7,61000012,2406,1741
7,7,61000012,2407,1945
7,7,61000012,2408,2050
7,7,61000012,2409,1824
7,7,61000012,2410,1998
7,7,61000012,2411,2093
7,7,61000012,2412,2386
7,7,61000012,2501,1924
7,7,61000012,2502,1805
7,7,61000012,2503,2097
7,7,61000012,2504,2231
7,7,61000012,2505,2237
7,7,61000012,2506,2220
7,7,61000012,2507,2327
7,7,61000012,2508,2410
7,7,61000012,2509,1208
7,7,61000013,2401,614
7,7,61000013,2402,588
7,7,61000013,2403,629
7,7,61000013,2404,640
7,7,61000013,2405,690
7,7,61000013,2406,682
7,7,61000013,2407,684
7,7,61000013,2408,745
7,7,61000013,2409,627
7,7,61000013,2410,744
7,7,61000013,2411,715
7,7,61000013,2412,820
7,7,61000013,2501,768
7,7,61000013,2502,655
7,7,61000013,2503,742
7,7,61000013,2504,794
7,7,61000013,2505,781
7,7,61000013,2506,788
7,7,61000013,2507,789
7,7,61000013,2508,773
7,7,61000013,2509,398
7,7,61000014,2401,167
7,7,61000014,2402,145
7,7,61000014,2403,184
7,7,61000014,2404,157
7,7,61000014,2405,167
7,7,61000014,2406,172
7,7,61000014,2407,180
7,7,61000014,2408,171
7,7,61000014,2409,180
7,7,61000014,2410,184
7,7,61000014,2411,180
7,7,61000014,2412,217
7,7,61000014,2501,168
7,7,61000014,2502,161
7,7,61000014,2503,173
7,7,61000014,2504,182
7,7,61000014,2505,194
7,7,61000014,2506,180
7,7,61000014,2507,168
7,7,61000014,2508,205
7,7,61000014,2509,112
7,7,61000015,2401,220
7,7,61000015,2402,193
7,7,61000015,2403,187
7,7,61000015,2404,230
7,7,61000015,2405,267
7,7,61000015,2406,237
7,7,61000015,2407,246
7,7,61000015,2408,230
7,7,61000015,2409,190
7,7,61000015,2410,207
7,7,61000015,2411,180
7,7,61000015,2412,235
7,7,61000015,2501,180
7,7,61000015,2502,181
7,7,61000015,2503,199
7,7,61000015,2504,226
7,7,61000015,2505,270
7,7,61000015,2506,252
7,7,61000015,2507,260
7,7,61000015,2508,248
7,7,61000015,2509,112
7,7,61000016,2401,3287
7,7,61000016,2402,3115
7,7,61000016,2403,3238
7,7,61000016,2404,3143
7,7,61000016,2405,3336
7,7,61000016,2406,3172
7,7,61000016,2407,3390
7,7,61000016,2408,3548
7,7,61000016,2409,3273
7,7,61000016,2410,3541
7,7,61000016,2411,3569
7,7,61000016,2412,3964
7,7,61000016,2501,3466
7,7,61000016,2502,3029
7,7,61000016,2503,3596
7,7,61000016,2504,3623
7,7,61000016,2505,3758
7,7,61000016,2506,3506
7,7,61000016,2507,3770
7,7,61000016,2508,3678
7,7,61000016,2509,1817
7,7,61000017,2401,233
7,7,61000017,2402,213
7,7,61000017,2403,218
7,7,61000017,2404,216
7,7,61000017,2405,214
7,7,61000017,2406,199
7,7,61000017,2407,199
7,7,61000017,2408,226
7,7,61000017,2409,202
7,7,61000017,2410,231
7,7,61000017,2411,198
7,7,61000017,2412,247
7,7,61000017,2501,198
7,7,61000017,2502,176
7,7,61000017,2503,211
7,7,61000017,2504,207
7,7,61000017,2505,209
7,7,61000017,2506,195
7,7,61000017,2507,223
7,7,61000017,2508,213
7,7,61000017,2509,101
7,7,61000018,2401,233
7,7,61000018,2402,207
7,7,61000018,2403,210
7,7,61000018,2404,225
7,7,61000018,2405,260
7,7,61000018,2406,238
7,7,61000018,2407,256
7,7,61000018,2408,220
7,7,61000018,2409,234
7,7,61000018,2410,228
7,7,61000018,2411,223
7,7,61000018,2412,243
7,7,61000018,2501,209
7,7,61000018,2502,177
7,7,61000018,2503,221
7,7,61000018,2504,221
7,7,61000018,2505,242
7,7,61000018,2506,194
7,7,61000018,2507,207
7,7,61000018,2508,201
7,7,61000018,2509,90
7,7,61000019,2401,59
7,7,61000019,2402,53
7,7,61000019,2403,46
7,7,61000019,2404,51
7,7,61000019,2405,56
7,7,61000019,2406,50
7,7,61000019,2407,61
7,7,61000019,2408,61
7,7,61000019,2409,41
7,7,61000019,2410,48
7,7,61000019,2411,50
7,7,61000019,2412,54
7,7,61000019,2501,58
7,7,61000019,2502,49
7,7,61000019,2503,50
7,7,61000019,2504,48
7,7,61000019,2505,56
7,7,61000019,2506,62
7,7,61000019,2507,53
7,7,61000019,2508,65
7,7,61000019,2509,43
7,7,61000020,2401,188
7,7,61000020,2402,174
7,7,61000020,2403,203
7,7,61000020,2404,209
7,7,61000020,2405,228
7,7,61000020,2406,217
7,7,61000020,2407,244
7,7,61000020,2408,240
7,7,61000020,2409,219
7,7,61000020,2410,229
7,7,61000020,2411,232
7,7,61000020,2412,250
7,7,61000020,2501,202
7,7,61000020,2502,171
7,7,61000020,2503,211
7,7,61000020,2504,240
7,7,61000020,2505,250
7,7,61000020,2506,194
7,7,61000020,2507,212
7,7,61000020,2508,249
7,7,61000020,2509,137
7,7,61000021,2401,73
7,7,61000021,2402,92
7,7,61000021,2403,80
7,7,61000021,2404,111
7,7,61000021,2405,103
7,7,61000021,2406,103
7,7,61000021,2407,105
7,7,61000021,2408,112
7,7,61000021,2409,86
7,7,61000021,2410,91
7,7,61000021,2411,106
7,7,61000021,2412,110
7,7,61000021,2501,96
7,7,61000021,2502,81
7,7,61000021,2503,95
7,7,61000021,2504,95
7,7,61000021,2505,123
7,7,61000021,2506,99
7,7,61000021,2507,125
7,7,61000021,2508,112
7,7,61000021,2509,62
7,7,61000022,2401,997
7,7,61000022,2402,881
7,7,61000022,2403,874
7,7,61000022,2404,859
7,7,61000022,2405,911
7,7,61000022,2406,828
7,7,61000022,2407,916
7,7,61000022,2408,942
7,7,61000022,2409,850
7,7,61000022,2410,966
7,7,61000022,2411,946
7,7,61000022,2412,1022
7,7,61000022,2501,892
7,7,61000022,2502,805
7,7,61000022,2503,885
7,7,61000022,2504,932
7,7,61000022,2505,920
7,7,61000022,2506,905
7,7,61000022,2507,921
7,7,61000022,2508,987
7,7,61000022,2509,461
7,7,61000023,2401,1668
7,7,61000023,2402,1608
7,7,61000023,2403,1617
7,7,61000023,2404,1753
7,7,61000023,2405,1961
7,7,61000023,2406,1895
7,7,61000023,2407,1954
7,7,61000023,2408,2019
7,7,61000023,2409,1708
7,7,61000023,2410,1827
7,7,61000023,2411,1806
7,7,61000023,2412,2107
7,7,61000023,2501,1734
7,7,61000023,2502,1594
7,7,61000023,2503,1850
7,7,61000023,2504,2000
7,7,61000023,2505,1946
7,7,61000023,2506,1882
7,7,61000023,2507,2019
7,7,61000023,2508,2107
7,7,61000023,2509,1040
7,7,61000024,2401,156
7,7,61000024,2402,154
7,7,61000024,2403,175
7,7,61000024,2404,147
7,7,61000024,2405,175
7,7,61000024,2406,173
7,7,61000024,2407,176
7,7,61000024,2408,198
7,7,61000024,2409,155
7,7,61000024,2410,161
7,7,61000024,2411,155
7,7,61000024,2412,191
7,7,61000024,2501,185
7,7,61000024,2502,141
7,7,61000024,2503,177
7,7,61000024,2504,174
7,7,61000024,2505,186
7,7,61000024,2506,207
7,7,61000024,2507,205
7,7,61000024,2508,220
7,7,61000024,2509,107
7,7,61000025,2401,103
7,7,61000025,2402,106
7,7,61000025,2403,96
7,7,61000025,2404,105
7,7,61000025,2405,115
7,7,61000025,2406,111
7,7,61000025,2407,101
7,7,61000025,2408,152
7,7,61000025,2409,115
7,7,61000025,2410,134
7,7,61000025,2411,107
7,7,61000025,2412,132
7,7,61000025,2501,123
7,7,61000025,2502,119
7,7,61000025,2503,121
7,7,61000025,2504,133
7,7,61000025,2505,142
7,7,61000025,2506,134
7,7,61000025,2507,150
7,7,61000025,2508,141
7,7,61000025,2509,61
7,7,61000026,2401,212
7,7,61000026,2402,170
7,7,61000026,2403,193
7,7,61000026,2404,196
7,7,61000026,2405,231
7,7,61000026,2406,174
7,7,61000026,2407,259
7,7,61000026,2408,222
7,7,61000026,2409,263
7,7,61000026,2410,232
7,7,61000026,2411,280
7,7,61000026,2412,344
7,7,61000026,2501,239
7,7,61000026,2502,237
7,7,61000026,2503,247
7,7,61000026,2504,275
7,7,61000026,2505,251
7,7,61000026,2506,258
7,7,61000026,2507,266
7,7,61000026,2508,293
7,7,61000026,2509,112
7,7,61000027,2401,84
7,7,61000027,2402,81
7,7,61000027,2403,114
7,7,61000027,2404,103
7,7,61000027,2405,144
7,7,61000027,2406,104
7,7,61000027,2407,153
7,7,61000027,2408,150
7,7,61000027,2409,151
7,7,61000027,2410,175
7,7,61000027,2411,173
7,7,61000027,2412,181
7,7,61000027,2501,147
7,7,61000027,2502,151
7,7,61000027,2503,170
7,7,61000027,2504,165
7,7,61000027,2505,178
7,7,61000027,2506,177
7,7,61000027,2507,228
7,7,61000027,2508,209
7,7,61000027,2509,114
7,7,61000028,2401,32
7,7,61000028,2402,29
7,7,61000028,2403,37
7,7,61000028,2404,26
7,7,61000028,2405,34
7,7,61000028,2406,25
7,7,61000028,2407,36
7,7,61000028,2408,42
7,7,61000028,2409,29
7,7,61000028,2410,35
7,7,61000028,2411,47
7,7,61000028,2412,50
7,7,61000028,2501,41
7,7,61000028,2502,33
7,7,61000028,2503,43
7,7,61000028,2504,49
7,7,61000028,2505,47
7,7,61000028,2506,43
7,7,61000028,2507,54
7,7,61000028,2508,50
7,7,61000028,2509,29
7,7,61000029,2401,13
7,7,61000029,2402,12
7,7,61000029,2403,15
7,7,61000029,2404,13
7,7,61000029,2405,16
7,7,61000029,2406,12
7,7,61000029,2407,20
7,7,61000029,2408,23
7,7,61000029,2409,17
7,7,61000029,2410,13
7,7,61000029,2411,15
7,7,61000029,2412,16
7,7,61000029,2501,16
7,7,61000029,2502,13
7,7,61000029,2503,19
7,7,61000029,2504,15
7,7,61000029,2505,20
7,7,61000029,2506,14
7,7,61000029,2507,27
7,7,61000029,2508,20
7,7,61000029,2509,9
7,7,61000030,2401,13
7,7,61000030,2402,14
7,7,61000030,2403,22
7,7,61000030,2404,25
7,7,61000030,2405,25
7,7,61000030,2406,22
7,7,61000030,2407,33
7,7,61000030,2408,28
7,7,61000030,2409,20
7,7,61000030,2410,25
7,7,61000030,2411,29
7,7,61000030,2412,23
7,7,61000030,2501,24
7,7,61000030,2502,18
7,7,61000030,2503,22
7,7,61000030,2504,27
7,7,61000030,2505,20
7,7,61000030,2506,23
7,7,61000030,2507,26
7,7,61000030,2508,26
7,7,61000030,2509,10
7,7,61000031,2401,110
7,7,61000031,2402,119
7,7,61000031,2403,151
7,7,61000031,2404,157
7,7,61000031,2405,162
7,7,61000031,2406,158
7,7,61000031,2407,207
7,7,61000031,2408,208
7,7,61000031,2409,187
7,7,61000031,2410,245
7,7,61000031,2411,262
7,7,61000031,2412,279
7,7,61000031,2501,241
7,7,61000031,2502,209
7,7,61000031,2503,235
7,7,61000031,2504,245
7,7,61000031,2505,245
7,7,61000031,2506,218
7,7,61000031,2507,269
7,7,61000031,2508,257
7,7,61000031,2509,126
7,7,61000032,2401,17
7,7,61000032,2402,20
7,7,61000032,2403,20
7,7,61000032,2404,23
7,7,61000032,2405,19
7,7,61000032,2406,20
7,7,61000032,2407,19
7,7,61000032,2408,33
7,7,61000032,2409,26
7,7,61000032,2410,21
7,7,61000032,2411,23
7,7,61000032,2412,29
7,7,61000032,2501,22
7,7,61000032,2502,21
7,7,61000032,2503,16
7,7,61000032,2504,26
7,7,61000032,2505,24
7,7,61000032,2506,23
7,7,61000032,2507,25
7,7,61000032,2508,29
7,7,61000032,2509,12
7,7,61000033,2401,19
7,7,61000033,2402,17
7,7,61000033,2403,19
7,7,61000033,2404,30
7,7,61000033,2405,23
7,7,61000033,2406,22
7,7,61000033,2407,30
7,7,61000033,2408,30
7,7,61000033,2409,28
7,7,61000033,2410,23
7,7,61000033,2411,22
7,7,61000033,2412,35
7,7,61000033,2501,24
7,7,61000033,2502,23
7,7,61000033,2503,24
7,7,61000033,2504,28
7,7,61000033,2505,24
7,7,61000033,2506,21
7,7,61000033,2507,21
7,7,61000033,2508,19
7,7,61000033,2509,10
7,7,61000034,2401,9
7,7,61000034,2402,7
7,7,61000034,2403,10
7,7,61000034,2404,7
7,7,61000034,2405,9
7,7,61000034,2406,12
7,7,61000034,2407,11
7,7,61000034,2408,9
7,7,61000034,2409,8
7,7,61000034,2410,9
7,7,61000034,2411,11
7,7,61000034,2412,16
7,7,61000034,2501,10
7,7,61000034,2502,5
7,7,61000034,2503,11
7,7,61000034,2504,14
7,7,61000034,2505,10
7,7,61000034,2506,7
7,7,61000034,2507,14
7,7,61000034,2508,8
7,7,61000034,2509,6
7,7,61000035,2401,27
7,7,61000035,2402,27
7,7,61000035,2403,20
7,7,61000035,2404,22
7,7,61000035,2405,19
7,7,61000035,2406,15
7,7,61000035,2407,17
7,7,61000035,2408,24
7,7,61000035,2409,23
7,7,61000035,2410,25
7,7,61000035,2411,18
7,7,61000035,2412,25
7,7,61000035,2501,27
7,7,61000035,2502,21
7,7,61000035,2503,25
7,7,61000035,2504,20
7,7,61000035,2505,24
7,7,61000035,2506,28
7,7,61000035,2507,22
7,7,61000035,2508,24
7,7,61000035,2509,12
7,7,61000036,2401,11
7,7,61000036,2402,10
7,7,61000036,2403,10
7,7,61000036,2404,14
7,7,61000036,2405,13
7,7,61000036,2406,12
7,7,61000036,2407,7
7,7,61000036,2408,10
7,7,61000036,2409,14
7,7,61000036,2410,14
7,7,61000036,2411,18
7,7,61000036,2412,20
7,7,61000036,2501,20
7,7,61000036,2502,10
7,7,61000036,2503,9
7,7,61000036,2504,17
7,7,61000036,2505,11
7,7,61000036,2506,21
7,7,61000036,2507,15
7,7,61000036,2508,17
7,7,61000036,2509,6
7,7,61000037,2401,63
7,7,61000037,2402,66
7,7,61000037,2403,54
7,7,61000037,2404,62
7,7,61000037,2405,70
7,7,61000037,2406,68
7,7,61000037,2407,74
7,7,61000037,2408,93
7,7,61000037,2409,79
7,7,61000037,2410,101
7,7,61000037,2411,81
7,7,61000037,2412,109
7,7,61000037,2501,96
7,7,61000037,2502,90
7,7,61000037,2503,96
7,7,61000037,2504,101
7,7,61000037,2505,95
7,7,61000037,2506,95
7,7,61000037,2507,90
7,7,61000037,2508,86
7,7,61000037,2509,63
7,7,61000038,2401,143
7,7,61000038,2402,147
7,7,61000038,2403,141
7,7,61000038,2404,151
7,7,61000038,2405,183
7,7,61000038,2406,171
7,7,61000038,2407,173
7,7,61000038,2408,169
7,7,61000038,2409,153
7,7,61000038,2410,156
7,7,61000038,2411,172
7,7,61000038,2412,179
7,7,61000038,2501,144
7,7,61000038,2502,129
7,7,61000038,2503,139
7,7,61000038,2504,149
7,7,61000038,2505,161
7,7,61000038,2506,143
7,7,61000038,2507,160
7,7,61000038,2508,172
7,7,61000038,2509,92
7,7,61000039,2401,21
7,7,61000039,2402,21
7,7,61000039,2403,24
7,7,61000039,2404,17
7,7,61000039,2405,19
7,7,61000039,2406,12
7,7,61000039,2407,26
7,7,61000039,2408,19
7,7,61000039,2409,22
7,7,61000039,2410,21
7,7,61000039,2411,21
7,7,61000039,2412,25
7,7,61000039,2501,21
7,7,61000039,2502,20
7,7,61000039,2503,18
7,7,61000039,2504,19
7,7,61000039,2505,21
7,7,61000039,2506,20
7,7,61000039,2507,15
7,7,61000039,2508,20
7,7,61000039,2509,4
7,7,61000040,2401,5
7,7,61000040,2402,13
7,7,61000040,2403,9
7,7,61000040,2404,15
7,7,61000040,2405,11
7,7,61000040,2406,16
7,7,61000040,2407,16
7,7,61000040,2408,14
7,7,61000040,2409,14
7,7,61000040,2410,19
7,7,61000040,2411,24
7,7,61000040,2412,21
7,7,61000040,2501,19
7,7,61000040,2502,16
7,7,61000040,2503,12
7,7,61000040,2504,12
7,7,61000040,2505,10
7,7,61000040,2506,15
7,7,61000040,2507,12
7,7,61000040,2508,22
7,7,61000040,2509,7
7,7,61000041,2412,3
7,7,61000045,2401,7
7,7,61000045,2402,2
7,7,61000049,2401,67
7,7,61000049,2402,79
7,7,61000049,2403,91
7,7,61000049,2404,114
7,7,61000049,2405,77
7,7,61000049,2406,115
7,7,61000049,2407,83
7,7,61000049,2408,66
7,7,61000049,2409,64
7,7,61000049,2410,68
7,7,61000049,2411,48
7,7,61000049,2412,31
7,7,61000050,2401,31
7,7,61000050,2402,33
7,7,61000050,2403,41
7,7,61000050,2404,46
7,7,61000050,2405,27
7,7,61000050,2406,31
7,7,61000050,2407,37
7,7,61000050,2408,35
7,7,61000050,2409,21
7,7,61000050,2410,31
7,7,61000050,2411,16
7,7,61000050,2412,8
7,7,61000051,2401,16
7,7,61000051,2402,15
7,7,61000051,2403,21
7,7,61000051,2404,18
7,7,61000051,2405,23
7,7,61000051,2406,36
7,7,61000051,2407,17
7,7,61000051,2408,23
7,7,61000051,2409,17
7,7,61000051,2410,22
7,7,61000051,2411,15
7,7,61000051,2412,12
7,7,61000052,2401,17
7,7,61000052,2402,16
7,7,61000052,2403,17
7,7,61000052,2404,25
7,7,61000052,2405,23
7,7,61000052,2406,29
7,7,61000052,2407,28
7,7,61000052,2408,20
7,7,61000052,2409,15
7,7,61000052,2410,18
7,7,61000052,2411,14
7,7,61000052,2412,8
7,7,61000054,2508,5
7,7,61000060,2508,2
7,7,61000066,2410,2
7,7,61000066,2501,30
7,7,61000066,2502,35
7,7,61000066,2503,57
7,7,61000066,2504,50
7,7,61000066,2505,68
7,7,61000066,2506,66
7,7,61000066,2507,86
7,7,61000066,2508,97
7,7,61000066,2509,49
7,7,61000067,2412,2
7,7,61000067,2501,8
7,7,61000067,2502,7
7,7,61000067,2503,9
7,7,61000067,2504,8
7,7,61000067,2505,15
7,7,61000067,2506,26
7,7,61000067,2507,21
7,7,61000067,2508,19
7,7,61000067,2509,18
7,7,61000068,2501,1
7,7,61000068,2503,4
7,7,61000068,2504,1
7,7,61000068,2505,5
7,7,61000068,2506,4
7,7,61000068,2507,5
7,7,61000068,2508,7
7,7,61000068,2509,1
7,7,61000069,2504,2
7,7,61000069,2505,3
7,7,61000069,2506,2
7,7,61000069,2507,3
7,7,61000069,2508,4
7,7,61000069,2509,5
7,7,61000070,2501,4
7,7,61000070,2502,3
7,7,61000070,2503,1
7,7,61000070,2504,2
7,7,61000070,2505,1
7,7,61000070,2506,4
7,7,61000070,2507,3
7,7,61000070,2508,2
7,7,61000070,2509,2
7,7,61000073,2412,43
7,7,61000073,2501,80
7,7,61000073,2502,268
7,7,61000073,2503,915
7,7,61000073,2504,11
7,7,61000073,2505,4
7,7,61000074,2502,5
7,7,61000074,2503,32
7,7,61000075,2502,5
7,7,61000075,2503,37
7,7,61000076,2502,11
7,7,61000076,2503,27
7,7,61000077,2501,126
7,7,61000077,2502,81
7,7,61000077,2503,18
7,7,61000078,2501,23
7,7,61000078,2502,23
7,7,61000078,2503,3
7,7,61000079,2501,3
7,7,61000079,2502,12
7,7,61000079,2503,5
7,7,61000080,2504,67
7,7,61000080,2505,1017
7,7,61000080,2506,240
7,7,61000080,2507,51
7,7,61000082,2505,19
7,7,61000082,2506,5
7,7,61000083,2505,20
7,7,61000083,2506,1
7,7,61000083,2507,23
7,7,61000083,2508,49
7,7,61000083,2509,5
7,7,61000084,2504,377
7,7,61000084,2505,695
7,7,61000084,2506,76
7,7,61000084,2507,770
7,7,61000084,2508,341
7,7,61000084,2509,26
7,7,62000012,2401,159
7,7,62000012,2402,197
7,7,62000012,2403,221
7,7,62000012,2404,247
7,7,62000012,2405,273
7,7,62000012,2406,281
7,7,62000012,2407,301
7,7,62000012,2408,341
7,7,62000012,2409,273
7,7,62000012,2410,305
7,7,62000012,2411,291
7,7,62000012,2412,307
7,7,62000012,2501,246
7,7,62000012,2502,232
7,7,62000012,2503,268
7,7,62000012,2504,300
7,7,62000012,2505,263
7,7,62000012,2506,374
7,7,62000012,2507,325
7,7,62000012,2508,371
7,7,62000012,2509,150
7,7,62000013,2401,114
7,7,62000013,2402,113
7,7,62000013,2403,114
7,7,62000013,2404,125
7,7,62000013,2405,139
7,7,62000013,2406,168
7,7,62000013,2407,183
7,7,62000013,2408,196
7,7,62000013,2409,221
7,7,62000013,2410,218
7,7,62000013,2411,211
7,7,62000013,2412,243
7,7,62000013,2501,201
7,7,62000013,2502,176
7,7,62000013,2503,207
7,7,62000013,2504,227
7,7,62000013,2505,223
7,7,62000013,2506,235
7,7,62000013,2507,244
7,7,62000013,2508,277
7,7,62000013,2509,132
7,7,62000014,2401,40
7,7,62000014,2402,33
7,7,62000014,2403,34
7,7,62000014,2404,21
7,7,62000014,2405,37
7,7,62000014,2406,48
7,7,62000014,2407,52
7,7,62000014,2408,57
7,7,62000014,2409,67
7,7,62000014,2410,55
7,7,62000014,2411,76
7,7,62000014,2412,82
7,7,62000014,2501,62
7,7,62000014,2502,49
7,7,62000014,2503,63
7,7,62000014,2504,76
7,7,62000014,2505,74
7,7,62000014,2506,82
7,7,62000014,2507,98
7,7,62000014,2508,117
7,7,62000014,2509,66
7,7,62000015,2401,3
7,7,62000015,2402,10
7,7,62000015,2403,8
7,7,62000015,2404,15
7,7,62000015,2405,11
7,7,62000015,2406,15
7,7,62000015,2407,16
7,7,62000015,2408,23
7,7,62000015,2409,21
7,7,62000015,2410,21
7,7,62000015,2411,13
7,7,62000015,2412,21
7,7,62000015,2501,10
7,7,62000015,2502,16
7,7,62000015,2503,19
7,7,62000015,2504,26
7,7,62000015,2505,21
7,7,62000015,2506,19
7,7,62000015,2507,20
7,7,62000015,2508,23
7,7,62000015,2509,9
7,7,62000016,2401,10
7,7,62000016,2402,11
7,7,62000016,2403,11
7,7,62000016,2404,19
7,7,62000016,2405,16
7,7,62000016,2406,14
7,7,62000016,2407,23
7,7,62000016,2408,23
7,7,62000016,2409,24
7,7,62000016,2410,18
7,7,62000016,2411,17
7,7,62000016,2412,23
7,7,62000016,2501,17
7,7,62000016,2502,9
7,7,62000016,2503,18
7,7,62000016,2504,20
7,7,62000016,2505,15
7,7,62000016,2506,18
7,7,62000016,2507,25
7,7,62000016,2508,27
7,7,62000016,2509,10
7,7,62000017,2401,247
7,7,62000017,2402,246
7,7,62000017,2403,216
7,7,62000017,2404,247
7,7,62000017,2405,264
7,7,62000017,2406,264
7,7,62000017,2407,288
7,7,62000017,2408,332
7,7,62000017,2409,314
7,7,62000017,2410,396
7,7,62000017,2411,370
7,7,62000017,2412,415
7,7,62000017,2501,358
7,7,62000017,2502,354
7,7,62000017,2503,401
7,7,62000017,2504,424
7,7,62000017,2505,430
7,7,62000017,2506,400
7,7,62000017,2507,448
7,7,62000017,2508,452
7,7,62000017,2509,218
7,7,62000018,2401,10
7,7,62000018,2402,7
7,7,62000018,2403,12
7,7,62000018,2404,19
7,7,62000018,2405,12
7,7,62000018,2406,14
7,7,62000018,2407,25
7,7,62000018,2408,22
7,7,62000018,2409,26
7,7,62000018,2410,28
7,7,62000018,2411,17
7,7,62000018,2412,28
7,7,62000018,2501,26
7,7,62000018,2502,23
7,7,62000018,2503,17
7,7,62000018,2504,28
7,7,62000018,2505,30
7,7,62000018,2506,33
7,7,62000018,2507,32
7,7,62000018,2508,33
7,7,62000018,2509,12
7,7,62000019,2401,15
7,7,62000019,2402,18
7,7,62000019,2403,33
7,7,62000019,2404,33
7,7,62000019,2405,28
7,7,62000019,2406,34
7,7,62000019,2407,26
7,7,62000019,2408,22
7,7,62000019,2409,22
7,7,62000019,2410,20
7,7,62000019,2411,21
7,7,62000019,2412,28
7,7,62000019,2501,28
7,7,62000019,2502,25
7,7,62000019,2503,26
7,7,62000019,2504,26
7,7,62000019,2505,22
7,7,62000019,2506,29
7,7,62000019,2507,26
7,7,62000019,2508,28
7,7,62000019,2509,15
7,7,62000020,2401,4
7,7,62000020,2402,4
7,7,62000020,2403,3
7,7,62000020,2404,1
7,7,62000020,2405,9
7,7,62000020,2406,7
7,7,62000020,2407,3
7,7,62000020,2408,16
7,7,62000020,2409,13
7,7,62000020,2410,13
7,7,62000020,2411,15
7,7,62000020,2412,15
7,7,62000020,2501,17
7,7,62000020,2502,9
7,7,62000020,2503,10
